song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
what is love,spotify:track:1IX47gefluXmKX4PrTBCRM,summer nights,spotify:album:35LVzMbjGUCfYZYEP6YWyr,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,7/9/18,73,208240,0.0988,0.574,0.909,0.0,8.0,0.264,-1.5719999999999998,1.0,0.0655,169.96400000000003,4.0,0.565
9 and three quarters (run away),spotify:track:2MsNSKQNQNRklkKFxxvIav,the dream chapter: magic,spotify:album:5KoR6s906nbO21C9ZPdwTv,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,10/21/19,72,211866,0.0055,0.639,0.7559999999999999,0.0,1.0,0.13,-4.42,1.0,0.0608,128.937,4.0,0.532
boombayah,spotify:track:13MF2TYuyfITClL1R2ei6e,square one,spotify:album:0FOOodYRlj7gzh7q7IjmNZ,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,8/8/16,72,240793,0.00268,0.6609999999999999,0.836,0.0,5.0,0.49700000000000005,-3.1639999999999997,0.0,0.059000000000000004,124.95200000000001,4.0,0.396
dionysus,spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,map of the soul : persona,spotify:album:1AvXa8xFEXtR3hb4bgihIK,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,4/12/19,72,249215,0.04,0.502,0.91,0.0,7.0,0.319,-2.7689999999999997,1.0,0.107,176.084,4.0,0.588
dna,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,love yourself 承 'her',spotify:album:2FTS6a6DLXMNp8flyA0HGO,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,9/18/17,72,223122,0.022000000000000002,0.598,0.775,0.0,1.0,0.0677,-4.035,0.0,0.0545,129.819,4.0,0.687
can't you see me?,spotify:track:2qI0Uchpdc2RkzuhbRnnZ8,the dream chapter: eternity,spotify:album:2fL64wNyyZ4BwwRImYeora,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,5/18/20,72,201445,0.0584,0.59,0.818,0.0,9.0,0.205,-2.988,0.0,0.0771,139.925,4.0,0.664
better,spotify:track:0rSMzlAKNapoat4NdZYmi3,better,spotify:album:2jOvgj6NJc1l5SBApgFaZC,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,11/11/20,72,223666,0.00123,0.768,0.698,0.00031,6.0,0.353,-4.712,0.0,0.046,124.99,4.0,0.584
forever young,spotify:track:56bHclo7YNvpujMveLElQn,square up,spotify:album:2zwfcNqJe7IT1RwgVyv1ug,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,6/15/18,72,237076,0.0426,0.6,0.96,0.0,4.0,0.0882,-1.807,1.0,0.095,109.863,4.0,0.503
outro : ego,spotify:track:3r9FFjLrAIQjoR8pSHVPC9,map of the soul : 7,spotify:album:6mJZTV8lCqnwftYZa94bXS,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/21/20,72,196198,0.0121,0.8079999999999999,0.903,0.000233,0.0,0.0993,-3.1060000000000003,1.0,0.0958,116.988,4.0,0.473
oh my god,spotify:track:2DmRXiyn03tOqKgEJXlaiJ,i trust,spotify:album:57sl8AvqVqm4Fadre0z8FQ,(g)i-dle,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,4/6/20,72,195866,0.0358,0.794,0.762,1.41e-06,4.0,0.191,-3.525,0.0,0.0392,109.97,4.0,0.48200000000000004
bad boy,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,the perfect red velvet - the 2nd album repackage,spotify:album:0OkJThJls8FO1lutMzMDJ0,red velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,1/29/18,72,210817,0.191,0.7140000000000001,0.736,0.0,2.0,0.0553,-3.801,1.0,0.0457,149.985,4.0,0.8140000000000001
love killa,spotify:track:4hxNs73449mNhfLIvAC9zz,fatal love,spotify:album:3x2BuKhzRIRjU4jm1WxFo3,monsta x,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,11/2/20,72,182533,0.0785,0.451,0.867,0.0,4.0,0.348,-3.3160000000000003,0.0,0.45899999999999996,89.10799999999999,4.0,0.511
left & right,spotify:track:66orj0qtDgnU6DlmllAxbq,heng:garæ,spotify:album:3tWstxfjHMtqt2ZsRvhlYy,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,6/22/20,72,201773,0.132,0.725,0.823,0.0,6.0,0.10400000000000001,-3.8680000000000003,0.0,0.115,149.994,4.0,0.958
idea (理想),spotify:track:1IYN3VqZzehgwh5NqnavIQ,never gonna dance again : act 2 - the 3rd album,spotify:album:3xgFGYUOVxGp7pZywdf7AC,taemin,spotify:artist:13rF01aOogvnkuQXOlgTW8,11/9/20,72,193546,0.00456,0.48,0.813,0.0,10.0,0.22899999999999998,-5.437,0.0,0.0575,120.88799999999999,4.0,0.7
달라달라 (dalla dalla),spotify:track:0GU5GuJQQEnnREO2FxnVPT,it'z different,spotify:album:0fUJLlrsG1MpTHr3MxPN9C,itzy,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,2/12/19,72,199873,0.00116,0.79,0.853,4.23e-05,11.0,0.32899999999999996,-4.564,0.0,0.0665,124.99799999999999,4.0,0.713
blueming,spotify:track:4Dr2hJ3EnVh2Aaot6fRwDO,love poem,spotify:album:2xEH7SRzJq7LgA0fCtTlxH,iu,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,11/18/19,71,217053,0.0849,0.8190000000000001,0.674,0.0,0.0,0.0667,-3.145,1.0,0.0587,106.03200000000001,4.0,0.682
interlude : shadow,spotify:track:2Nib4r0saYQf2pUV4RFDhl,map of the soul : 7,spotify:album:6mJZTV8lCqnwftYZa94bXS,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/21/20,71,259821,0.115,0.385,0.7979999999999999,0.0,9.0,0.18100000000000002,-6.439,0.0,0.483,149.756,4.0,0.141
as if it's your last,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,as if it's your last,spotify:album:7ikmjsvRzDRzxHN0KXSQdv,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,6/22/17,71,213264,0.0687,0.7859999999999999,0.852,0.0,8.0,0.0759,-2.687,1.0,0.0813,125.036,4.0,0.455
miroh,spotify:track:4WuKHgxdCJsaOBIh7yndty,clé 1 : miroh,spotify:album:79Bjt5oUy1183RJw1bJyF5,stray kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,3/25/19,71,207617,0.00911,0.563,0.9790000000000001,0.0,9.0,0.249,-3.1039999999999996,1.0,0.10400000000000001,126.06299999999999,4.0,0.503
i need u,spotify:track:7dlNGfd6Fq8xcFb4K6Glws,the most beautiful moment in life: young forever,spotify:album:7qvA0kf1dkmR1As2gOnBPn,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/2/16,71,210577,0.0184,0.475,0.897,0.0,5.0,0.29600000000000004,-2.383,0.0,0.0736,78.918,4.0,0.642
all about you,spotify:track:7fftC401ke4BzA3ucPIXES,hotel del luna ost part.3,spotify:album:5WAsRdVn8bIzklCuZUqeUR,taeyeon,spotify:artist:3qNVuliS40BLgXGxhdBdqu,7/21/19,71,209482,0.915,0.531,0.287,0.0,9.0,0.11800000000000001,-7.091,1.0,0.0364,135.55,4.0,0.491
dope,spotify:track:4TiKZrN7gtc62SUiufpFCM,the most beautiful moment in life: young forever,spotify:album:7qvA0kf1dkmR1As2gOnBPn,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/2/16,71,240020,0.0272,0.579,0.8959999999999999,1.02e-06,10.0,0.35200000000000004,-2.781,0.0,0.22399999999999998,153.991,4.0,0.6779999999999999
don't know what to do,spotify:track:0zYqFyhiTj419q56lNsjk0,kill this love,spotify:album:7viSsSKXrDa95CtUcuc1Iv,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,4/5/19,71,201081,0.0992,0.628,0.64,0.0,6.0,0.138,-4.164,0.0,0.049,129.815,4.0,0.409
amusement park,spotify:track:1TUkEXQrskATO9SoB4QMUN,amusement park,spotify:album:1azcqabc4kDgRNMWFA02wZ,baekhyun,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,12/21/20,71,256693,0.85,0.635,0.562,0.0,5.0,0.17300000000000001,-5.374,1.0,0.0333,84.925,4.0,0.299
bbibbi,spotify:track:4as4XEOR03oGm1STUKl6pa,bbibbi,spotify:album:4ghBzVOTFoeKPPmyNKjVtI,iu,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,10/10/18,71,194426,0.24100000000000002,0.8390000000000001,0.617,0.0,7.0,0.3,-4.692,1.0,0.331,143.894,4.0,0.821
not today,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ,you never walk alone,spotify:album:7LF4N7lvyDhrPBuCJ1rplJ,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/13/17,71,231859,0.0018100000000000002,0.594,0.946,1.04e-06,8.0,0.9229999999999999,-3.408,1.0,0.126,110.024,4.0,0.665
yes or yes,spotify:track:0Ll92eLIHWY5gey1ISNMPi,yes or yes,spotify:album:25Mm06mrgjAuVfTcwKe7pF,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,11/5/18,71,237680,0.0514,0.7020000000000001,0.9129999999999999,3.71e-06,11.0,0.166,-2.977,1.0,0.0374,137.982,4.0,0.735
daisy,spotify:track:14pjnaIqkpReO5D0tHofAS,we:th,spotify:album:1ASYbBYBwV6Rcfc2ycqmlK,pentagon,spotify:artist:1wKpMkucynaTfG8lyPprYV,10/12/20,71,189000,0.0362,0.563,0.8690000000000001,0.0,5.0,0.138,-2.235,1.0,0.0532,85.016,4.0,0.48
holo,spotify:track:7Acvy2L38SCipAeMPOK8Ro,holo,spotify:album:6PY5EutFgpr9GLeaagGBda,leehi,spotify:artist:7cVZApDoQZpS447nHTsNqu,7/23/20,71,178520,0.768,0.406,0.474,0.0,6.0,0.106,-6.349,1.0,0.0295,179.91400000000002,3.0,0.20600000000000002
the truth untold,spotify:track:48XfojJC87VKLlUotYV0Gm,love yourself 轉 'tear',spotify:album:2jJfnAZE6IG3oYnUv2eCj4,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/18/18,71,242292,0.37200000000000005,0.57,0.42200000000000004,0.0,1.0,0.127,-7.561,0.0,0.0422,113.007,4.0,0.16899999999999998
lights,spotify:track:3TDUktzfYXMWjkWqwoT5F1,map of the soul : 7 ~ the journey ~,spotify:album:1nScVw87kRJiT2bg2Kswhp,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,7/14/20,71,292853,0.156,0.608,0.644,0.0,5.0,0.124,-5.587999999999999,1.0,0.0314,99.005,4.0,0.431
criminal,spotify:track:2KXEE2MsPZLmT38XiyAOpH,never gonna dance again : act 1 - the 3rd album,spotify:album:6YfGgOaUnhs0A9brMqjpHf,taemin,spotify:artist:13rF01aOogvnkuQXOlgTW8,9/7/20,71,211400,0.0287,0.65,0.867,0.000166,2.0,0.0488,-3.332,1.0,0.0686,115.91799999999999,4.0,0.161
don't wanna cry,spotify:track:6Upu6yjkdi0DVI8E3IBZEU,seventeen 4th mini album ‘al1’,spotify:album:2BNimvLLlD89e4Sb7ZVX6I,seventeen,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,5/22/17,71,203426,0.16399999999999998,0.7809999999999999,0.6829999999999999,1.53e-06,0.0,0.16,-4.258,1.0,0.0325,100.005,4.0,0.722
gashina,spotify:track:0jFHMDRXxKaREor3hBEEST,sunmi special edition [gashina],spotify:album:3TSX6AxLdCP4E5o3F5jCdN,sunmi,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,8/22/17,71,180000,0.0556,0.722,0.833,0.0,6.0,0.195,-3.915,1.0,0.094,93.941,4.0,0.53
love maze,spotify:track:645YBsxhFPSOKxGep3uHLv,love yourself 轉 'tear',spotify:album:2jJfnAZE6IG3oYnUv2eCj4,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/18/18,71,221529,0.0487,0.636,0.8759999999999999,0.0,9.0,0.0728,-4.652,1.0,0.0617,149.93200000000002,4.0,0.759
let go,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,face yourself,spotify:album:66J1OXSaS3hBZASOV3el8t,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,4/4/18,70,299706,0.17,0.5579999999999999,0.863,0.0,4.0,0.289,-3.53,1.0,0.17800000000000002,173.908,4.0,0.38799999999999996
just one day,spotify:track:4ZSLc2F15wKVPjyLt169tt,skool luv affair,spotify:album:5DIb84mvBHZnYFpIsdt2tL,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/12/14,70,239469,0.175,0.504,0.7120000000000001,0.0,9.0,0.377,-4.705,1.0,0.379,189.577,4.0,0.307
butterfly,spotify:track:6kX452oUUNojKWNNuc1nqx,the most beautiful moment in life pt.2,spotify:album:4frjaGAtuBmm8CPuYPY4oG,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,11/30/15,70,238861,0.0149,0.44799999999999995,0.7759999999999999,0.0,6.0,0.12,-4.498,1.0,0.0571,149.806,4.0,0.294
adios,spotify:track:5uHl2eYaITSX6xEX8bmaXy,hush,spotify:album:7tMpbKXDLlHPSCoPdF2OBv,everglow,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,8/19/19,70,189146,0.000587,0.633,0.706,0.0795,10.0,0.245,-5.1370000000000005,0.0,0.0627,128.187,4.0,0.39899999999999997
what you waiting for,spotify:track:4CoxD8tetisleUQDA7vn1B,what you waiting for,spotify:album:59iiiARciChm70cn85wxuH,somi,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,7/22/20,70,175327,0.0164,0.765,0.688,0.0,8.0,0.11199999999999999,-5.072,1.0,0.0731,121.90100000000001,4.0,0.794
boss,spotify:track:0ErzcmZ2gIwX7X0xSMQPix,nct 2018 empathy,spotify:album:3KAJvo62RNQEtXwIyB5rzX,nct,spotify:artist:48eO052eSDcn8aTxiv6QaG,3/14/18,70,210641,0.0233,0.787,0.5429999999999999,0.0,10.0,0.0861,-6.7,0.0,0.037000000000000005,99.02600000000001,4.0,0.332
we lost the summer,spotify:track:1WrScpykT891CZhFThXJtj,minisode1 : blue hour,spotify:album:2DDNDdePEx9R0bBwRqahdr,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,10/26/20,70,210549,0.0391,0.551,0.784,0.0,10.0,0.0332,-3.9010000000000002,0.0,0.0753,105.74799999999999,4.0,0.764
boom,spotify:track:6rcn967QN5JtkPOBDwYIuT,we boom - the 3rd mini album,spotify:album:31ln9LpD1WyhFlOvDp9YJc,nct dream,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,7/26/19,70,195080,0.131,0.914,0.516,0.0,5.0,0.0441,-4.178,0.0,0.0918,119.969,4.0,0.7020000000000001
dance the night away,spotify:track:3t723PlEADna6GjgquoMRW,summer nights,spotify:album:35LVzMbjGUCfYZYEP6YWyr,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,7/9/18,70,180800,0.106,0.711,0.861,4.4e-05,0.0,0.113,-2.905,1.0,0.0924,118.00399999999999,4.0,0.78
boombayah,spotify:track:5nIjOnMbC0QDMrYFLGx0yV,blackpink in your area,spotify:album:4cpZazoKuj3jD6x2GrSX2w,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,12/5/18,70,240613,0.023,0.748,0.873,2.76e-06,5.0,0.377,-2.1790000000000003,0.0,0.0516,124.95100000000001,4.0,0.506
tt,spotify:track:5KfbFCacFuNJGdK2zvovcF,twicecoaster: lane 1,spotify:album:6Ib9CGdtxU34pR0Qp60Ht3,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,10/24/16,70,212986,0.0525,0.708,0.853,0.000173,2.0,0.39899999999999997,-4.398,1.0,0.0844,129.946,4.0,0.39899999999999997
why not?,spotify:track:227y7s5IZ5TWN17Pkte5tc,[12:00],spotify:album:0AfLJ1yEWYlFPabxu1kmht,loona,spotify:artist:52zMTJCKluDlFwMQWmccY7,10/19/20,70,205520,0.0991,0.805,0.9329999999999999,0.000956,2.0,0.0618,-0.8370000000000001,1.0,0.111,128.013,4.0,0.441
so what,spotify:track:4CvId64YZSB0RfRdfzPIQU,love yourself 轉 'tear',spotify:album:2jJfnAZE6IG3oYnUv2eCj4,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/18/18,70,281520,0.0238,0.6559999999999999,0.883,0.0,9.0,0.0481,-4.294,0.0,0.0737,129.947,4.0,0.46
icy,spotify:track:7zFBtYAVURF3bUVqEQ6UUu,it'z icy,spotify:album:2y2Nuvvw5xNDYOunTSsgf1,itzy,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,7/29/19,70,191142,0.0324,0.8009999999999999,0.904,3.1e-05,2.0,0.182,-2.819,1.0,0.0834,124.979,4.0,0.8140000000000001
crown,spotify:track:32h6yQGn4oAhZ0HRsTMX26,the dream chapter: star,spotify:album:2EUGHPf9UCnInxJ8p7gDVg,tomorrow x together,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,3/4/19,70,230706,0.0505,0.622,0.8,0.0,5.0,0.0619,-5.819,1.0,0.0425,110.977,4.0,0.58
pporappippam 보라빛 밤,spotify:track:7oQh96s9YemWG3A4zkIbrU,pporappippam 보라빛 밤,spotify:album:5IKVYCIhY5SyMhj1cYovz3,sunmi,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,6/29/20,70,206616,0.0513,0.7140000000000001,0.828,0.0652,1.0,0.0347,-4.68,0.0,0.0428,120.014,4.0,0.318
up no more,spotify:track:1LiNP5q2thWScdvCRkJ584,eyes wide open,spotify:album:33jypnU7WULxPaVrjj4RXH,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,10/26/20,70,214240,0.0298,0.7090000000000001,0.88,4.46e-06,2.0,0.10300000000000001,-2.734,1.0,0.0585,119.948,4.0,0.713
stigma,spotify:track:626lrZfNIlthgrUfjvRYrh,wings,spotify:album:17FnTn4P3Bkyf6mbNQDhhy,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,10/10/16,70,216063,0.14800000000000002,0.583,0.475,0.0,0.0,0.139,-5.556,0.0,0.0846,136.034,4.0,0.332
obsession,spotify:track:7fK0csBoqbcgUuWGV0cpoD,obsession - the 6th album,spotify:album:7uNyF6MKaVHi5TJqIiNobm,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,11/27/19,70,203520,0.0024,0.7040000000000001,0.7290000000000001,0.0,7.0,0.218,-3.8510000000000004,1.0,0.0624,129.99200000000002,4.0,0.71
monster,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,ex'act - the 3rd album,spotify:album:5Cckx6G2aRR4aZBV6eIYdc,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,6/9/16,70,221341,0.0066,0.618,0.76,0.0,6.0,0.127,-4.312,1.0,0.0596,150.0,4.0,0.541
respect,spotify:track:37TSJmYKLxXmx8OehFpqMN,map of the soul : 7,spotify:album:6mJZTV8lCqnwftYZa94bXS,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/21/20,70,237540,0.00485,0.6609999999999999,0.84,0.0,0.0,0.287,-4.805,1.0,0.11599999999999999,91.45700000000001,4.0,0.524
fine,spotify:track:6CdUgvL597jWmW4w8P5kHs,my voice - the 1st album,spotify:album:6DlCl3hBP1Gwhn0tgitGfN,taeyeon,spotify:artist:3qNVuliS40BLgXGxhdBdqu,2/28/17,69,209157,0.358,0.36,0.565,0.0,7.0,0.0448,-4.898,1.0,0.0608,173.28099999999998,4.0,0.311
+hwa+,spotify:track:5cIv45SvGnNrARU6rT2BCb,+hwa+,spotify:album:2xXCdWDkQ8tfNmXKR4BQXS,cl,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,10/29/20,69,176349,0.10300000000000001,0.882,0.618,1.76e-05,1.0,0.31,-5.132000000000001,1.0,0.0514,111.055,4.0,0.306
answer,spotify:track:3IdPtyJHB1WVPM4eCiCAKM,treasure epilogue : action to answer,spotify:album:3TTkDOcSzRQCvGMT7VmmPE,ateez,spotify:artist:68KmkJeZGfwe1OUaivBa2L,1/6/20,69,219760,0.0746,0.565,0.903,0.0,7.0,0.359,-1.9180000000000001,1.0,0.05,97.96700000000001,4.0,0.5379999999999999
reason,spotify:track:5x2p715xYEKn2AdV9pNv52,kai - the 1st mini album,spotify:album:6xpxMAUhk8hiDTa5zT7F86,kai,spotify:artist:6iVo62B0bdTknRcrktCmak,11/30/20,69,173906,0.217,0.583,0.672,0.0,8.0,0.233,-5.593999999999999,0.0,0.21600000000000003,204.002,4.0,0.5429999999999999
amnesia,spotify:track:11dQTEghmS3uFipXhk1Tbl,kai - the 1st mini album,spotify:album:6xpxMAUhk8hiDTa5zT7F86,kai,spotify:artist:6iVo62B0bdTknRcrktCmak,11/30/20,69,178920,0.303,0.521,0.6609999999999999,0.0,2.0,0.185,-4.85,1.0,0.0409,141.957,4.0,0.355
nothing on me,spotify:track:031mgKcbAk6cL9ZpfIEq4K,kai - the 1st mini album,spotify:album:6xpxMAUhk8hiDTa5zT7F86,kai,spotify:artist:6iVo62B0bdTknRcrktCmak,11/30/20,69,160786,0.036000000000000004,0.517,0.626,3.4200000000000005e-05,11.0,0.39,-4.0569999999999995,0.0,0.0627,105.212,4.0,0.324
don't leave me,spotify:track:3zIG0WuI5RoJsFYnErkFDU,face yourself,spotify:album:66J1OXSaS3hBZASOV3el8t,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,4/4/18,69,227413,0.11599999999999999,0.62,0.778,0.0,8.0,0.312,-4.622,0.0,0.0724,147.012,4.0,0.386
whistle,spotify:track:6NEoeBLQbOMw92qMeLfI40,square one,spotify:album:0FOOodYRlj7gzh7q7IjmNZ,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,8/8/16,69,211631,0.00561,0.818,0.723,0.0,11.0,0.0866,-4.82,1.0,0.114,102.945,4.0,0.607
playing with fire,spotify:track:7qmvLmX9tyaTiBAVNI6YEn,square two,spotify:album:2Fna4Tb7fme5aHsNMJtVtp,blackpink,spotify:artist:41MozSoPIsD1dJM0CLPjZF,11/1/16,69,197288,0.0392,0.706,0.7559999999999999,0.0,4.0,0.18,-4.405,0.0,0.0845,97.098,4.0,0.6759999999999999
intro: serendipity,spotify:track:7iV733e1KacKrFRaBNxVEf,love yourself 承 'her',spotify:album:2FTS6a6DLXMNp8flyA0HGO,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,9/18/17,69,139971,0.523,0.47600000000000003,0.581,0.0,8.0,0.201,-8.795,1.0,0.12,129.56799999999998,4.0,0.282
jamais vu,spotify:track:5oXdWFCLkBX5XmGbTrlK40,map of the soul : 7,spotify:album:6mJZTV8lCqnwftYZa94bXS,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2/21/20,69,227275,0.226,0.608,0.47,0.0,8.0,0.0963,-6.73,1.0,0.0428,81.0,4.0,0.24100000000000002
lie,spotify:track:2cn8rNlgnQOJoqWqXRvWQu,wings,spotify:album:17FnTn4P3Bkyf6mbNQDhhy,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,10/10/16,69,215752,0.00331,0.542,0.777,0.0,6.0,0.17800000000000002,-5.582000000000001,0.0,0.033,94.069,3.0,0.503
inception,spotify:track:7zC6xvBPnIC92K06pMpstY,zero : fever part.1,spotify:album:01IFxHiVOY6uf3vUFVXEoI,ateez,spotify:artist:68KmkJeZGfwe1OUaivBa2L,7/29/20,69,210813,0.10800000000000001,0.607,0.8859999999999999,0.0,4.0,0.31,-3.77,0.0,0.0847,149.941,4.0,0.616
no more dream,spotify:track:4frlkLwlnm58ejpNwWjxyl,2 cool 4 skool,spotify:album:26z5WolFltYgVMuuJ3c0Am,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,6/12/13,69,221592,0.0124,0.436,0.8690000000000001,1.6e-06,2.0,0.494,-5.1739999999999995,1.0,0.47200000000000003,167.766,4.0,0.612
gunshot,spotify:track:4qMt92hgQlJMyJjdI0Nw2h,kard 1st single ‘way with words’,spotify:album:23qHJjHFUstyeqN9oHotCI,kard,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,8/26/20,69,181480,0.00253,0.5820000000000001,0.77,0.0,1.0,0.198,-3.52,1.0,0.0406,135.00799999999998,4.0,0.348
dumdi dumdi,spotify:track:2fJ70dRX7J4jiVxKUQQp7C,dumdi dumdi,spotify:album:0NC6QFvAc9H9r5iov9QwjK,(g)i-dle,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,8/3/20,69,210640,0.025,0.759,0.914,4.45e-06,4.0,0.076,-1.072,1.0,0.0592,123.04700000000001,4.0,0.674
run,spotify:track:3SESmwaRfVQddNhwCSKQur,the most beautiful moment in life: young forever,spotify:album:7qvA0kf1dkmR1As2gOnBPn,bts,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,5/2/16,69,236334,0.00165,0.5770000000000001,0.875,0.0,6.0,0.0892,-2.944,0.0,0.0445,132.94299999999998,4.0,0.522
egotistic,spotify:track:5Z4aqpT39KpY8gbHoJWdou,red moon,spotify:album:6GhELYbXRo1LOqRPOCsQrF,mamamoo,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,7/16/18,69,196018,0.315,0.616,0.833,0.0,3.0,0.175,-3.3139999999999996,0.0,0.067,97.898,4.0,0.595
wonderland,spotify:track:6k67RdkVjTZj79c1cRz7IQ,treasure ep.fin: all to action,spotify:album:4HGhzqQEY1X6WWZw6MhjlO,ateez,spotify:artist:68KmkJeZGfwe1OUaivBa2L,10/8/19,69,199013,0.0503,0.5720000000000001,0.9640000000000001,0.0,4.0,0.37200000000000005,-1.949,0.0,0.12300000000000001,129.97899999999998,4.0,0.519
likey,spotify:track:4P66rfizAl2nIJCICSMymC,twicetagram,spotify:album:5WflYUwhi8fBvEifYSapRB,twice,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,10/30/17,69,207813,0.42,0.722,0.903,0.000371,4.0,0.11800000000000001,-1.261,0.0,0.0331,132.006,4.0,0.445
peek-a-boo,spotify:track:42tFTth2jcF7iSo0RBjfJF,perfect velvet - the 2nd album,spotify:album:0rvrbZvaDX5S9ZBhwOwFfH,red velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,11/17/17,69,189049,0.0868,0.8390000000000001,0.902,0.00257,1.0,0.272,-3.612,0.0,0.0536,114.95299999999999,4.0,0.639
ko ko bop,spotify:track:5EzitieoPnjyKHAq0gfRMa,the war - the 4th album,spotify:album:53pJcIJBdlm5rhVhjSnvHn,exo,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,7/18/17,69,190422,0.0319,0.7490000000000001,0.85,4.8100000000000004e-05,0.0,0.0678,-4.346,1.0,0.0468,145.983,4.0,0.672
gotta go,spotify:track:0xq4ZTcmwBfkPGo4RRKmMe,gotta go,spotify:album:7BYCvUqCaeIo2jgOl9iAGr,chung ha,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,1/2/19,69,221813,0.0741,0.53,0.8290000000000001,0.0,3.0,0.0993,-2.526,0.0,0.0445,101.85,4.0,0.423
secret story of the swan,spotify:track:3FARQP8fA49bSsTWjNyWmY,oneiric diary,spotify:album:0Feph4xWbYik7e0oLR08sN,iz*one,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,6/15/20,69,192333,0.131,0.703,0.941,0.0,7.0,0.319,-0.995,0.0,0.0808,102.969,4.0,0.758
