song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
nice day,spotify:track:6D7Wfh5ZywGsJgpC62veLJ,very good,spotify:album:3WYpoRWc1gM0AY6unDKmwU,block b,spotify:artist:4RnezwRV7VBJUCI1S0AE5u,10/2/13,24,214525,0.11199999999999999,0.7090000000000001,0.965,0.0,7.0,0.0582,-2.551,1.0,0.14400000000000002,100.964,4.0,0.769
summer lover,spotify:track:5LaAHGnV6JzesiIjHYsWVc,red light - the 3rd album,spotify:album:6T9SFwLGHVU75jRAjUJn3W,f(x),spotify:artist:3wRA5UYoo08BBKJnzyKkpF,7/11/14,24,173710,0.0883,0.665,0.88,0.0,2.0,0.0408,-3.782,1.0,0.0391,99.01700000000001,4.0,0.665
say my name,spotify:track:0aQz4dkr1phJQOJAwyeEX7,fantasy,spotify:album:39U4SHU5VgAPaNsE29k6tU,jbj,spotify:artist:6VJXRJvRRyLv99RZbXJ8RO,10/18/17,24,206506,0.0617,0.64,0.8270000000000001,0.0,5.0,0.0998,-3.327,0.0,0.0925,79.97800000000001,4.0,0.82
say my name,spotify:track:2MIYEsqXfvbaP910wMv8f4,new moon,spotify:album:3c1qg7O88Wc5wDDJ1YEUzV,jbj,spotify:artist:6VJXRJvRRyLv99RZbXJ8RO,4/17/18,24,206506,0.0632,0.645,0.828,0.0,1.0,0.0999,-3.325,1.0,0.0777,79.999,4.0,0.833
hurricane venus,spotify:track:13DHfCVi5ZhWLZQEH0rxwI,copy & paste - the 6th album repackage,spotify:album:5mO6MqKOxUwUDfklKPs1Oe,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,9/24/10,24,190400,0.0429,0.732,0.816,0.0,2.0,0.21,-1.7180000000000002,0.0,0.095,112.014,4.0,0.68
don't flirt,spotify:track:1PxdS6y1OOmzao3mfSsyqu,2014 s/s,spotify:album:7JEa6xr8GZS3SOdkNkrV3R,winner,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,12/25/19,24,205195,0.0941,0.784,0.652,0.0,10.0,0.0422,-5.28,0.0,0.156,90.08200000000001,4.0,0.835
girls do it,spotify:track:0SZ1knR4s1qUbt51oBYZDO,so cool,spotify:album:44HjYZEwgtloDNyIYK4DzO,sistar,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,8/9/11,24,206027,0.00672,0.737,0.802,0.0,9.0,0.24600000000000002,-4.396,1.0,0.13,128.02700000000002,4.0,0.8109999999999999
remember me,spotify:track:4vixBmgJEQX9WsJMOmrogV,oh my girl japan debut album,spotify:album:2Myhl70jcqLEzIOAao46vq,oh my girl,spotify:artist:2019zR22qK2RBvCqtudBaI,1/9/19,24,194840,0.151,0.6609999999999999,0.898,0.0,7.0,0.11800000000000001,-2.452,1.0,0.10800000000000001,130.981,4.0,0.8909999999999999
refresh,spotify:track:68xC9zeKze88KIqe2xk65r,refresh,spotify:album:6ehLnhVvPAFPFy9trnrWRg,clc,spotify:artist:6QyO41KctzGc70mVaVnXQO,2/29/16,24,206444,0.355,0.614,0.6559999999999999,0.0,6.0,0.27,-4.1080000000000005,0.0,0.0436,170.197,4.0,0.41100000000000003
heart for 2,spotify:track:2c2GcKHiVPLh4wNQiItT5Y,continue,spotify:album:4yEKFbp7OPPYnKR9ILoG2Z,ze:a,spotify:artist:6lGfLCig2b5mvDTtsPSrb0,9/18/15,24,216946,0.00967,0.648,0.958,0.0,6.0,0.375,-3.135,1.0,0.0761,130.995,4.0,0.787
thirst,spotify:track:60wA8iTZGAooGw9CQaM2me,thirst,spotify:album:7H0XWjRs84bS2obbmWFrwA,ailee,spotify:artist:3uGFTJ7JMllvhgGpumieHF,4/12/18,24,201481,0.127,0.789,0.9259999999999999,0.0,0.0,0.11800000000000001,-2.127,1.0,0.158,110.037,4.0,0.638
네모난 바퀴 hope,spotify:track:5UEt42BFnPnQjG17lYNsJp,only one - the 7th album,spotify:album:54xacjSt0jd9cELJc2j7UR,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,7/22/12,24,275127,0.0962,0.613,0.6559999999999999,0.0,1.0,0.105,-4.058,1.0,0.0271,78.021,4.0,0.35600000000000004
think about,spotify:track:1YXS7DEh6cDRF2s3p97LZy,hippity hop,spotify:album:7la6WDETq7SKDPb3RqCBg3,exid,spotify:artist:1xs6WFotNQSXweo0GXrS0O,8/13/12,24,222145,0.139,0.807,0.823,0.0,0.0,0.332,-3.093,1.0,0.0402,108.012,4.0,0.753
unforgettable,spotify:track:2gTEBKzQvpJsEXN0xjxCMT,rising sun - 2nd album,spotify:album:5AH1QpZf94kaiWuLXbmTIR,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,9/12/05,24,256146,0.586,0.575,0.518,0.0,10.0,0.0885,-6.891,1.0,0.0311,135.876,4.0,0.43200000000000005
the last holiday,spotify:track:05jXp6CwFKr8rHicoHzX9B,the last holiday,spotify:album:776AT3TQwGi8tifIw4hMWG,ladies' code,spotify:artist:4epPY1AW9lQeVUM1XaFiwi,12/12/18,24,188730,0.322,0.674,0.723,0.0,6.0,0.39399999999999996,-3.563,0.0,0.028999999999999998,117.90700000000001,4.0,0.47100000000000003
winter rose,spotify:track:5yixz3SOHDkvj3HHlpRbT3,winter (winter rose / duet - winter ver. -),spotify:album:1TWNgJOIm0whNZP0Np3dak,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,11/30/11,24,286066,0.652,0.583,0.5770000000000001,0.0,1.0,0.0749,-3.415,1.0,0.0245,75.006,3.0,0.308
playground,spotify:track:7uMuKuDh1OZ4RjBxJqJaSA,closer,spotify:album:08iyrLkLFP2ByBkqVhBls7,oh my girl,spotify:artist:2019zR22qK2RBvCqtudBaI,10/8/15,24,236165,0.145,0.7190000000000001,0.892,0.0,7.0,0.833,-3.2,1.0,0.0503,100.03,4.0,0.897
oh my friend,spotify:track:3qtZyPlAqtNYVoN1ECWNJy,stand up,spotify:album:0NB6IIwQeRDzNFCU22LQto,bigbang,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,8/8/08,24,209920,0.00141,0.608,0.89,0.0,9.0,0.344,-4.253,1.0,0.0624,142.055,4.0,0.4
holding back the tears,spotify:track:5r9DA7ciY71VEgcjkiZXDC,vacation (original sound track),spotify:album:0a4wkWvQithhzP7L9K3VuJ,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,7/28/06,24,229866,0.0961,0.503,0.475,0.0,2.0,0.0883,-7.121,1.0,0.0253,75.99600000000001,4.0,0.263
special,spotify:track:0oVMNsYPRm3GkXc9lntVAm,shock of the new era,spotify:album:1B7oXzVqP0X5AS8HsMaUtg,beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,3/1/10,24,197983,0.0062,0.674,0.877,0.0,8.0,0.0512,-2.541,1.0,0.0658,128.024,4.0,0.7440000000000001
star,spotify:track:7F8uVSXOgdAJBuGimjqoGu,thriller,spotify:album:5gUUDM4y3rk2Xohgc2HYtr,btob,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,9/9/13,24,225776,0.546,0.747,0.58,0.0,9.0,0.102,-5.725,1.0,0.0301,125.976,4.0,0.375
fade out,spotify:track:1MuBO7HCcOO0rlu0jDmvCm,ftisland 6th mini album [what if],spotify:album:4N00gy5kO6REHncs2vxt2n,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,7/26/18,24,184788,0.20800000000000002,0.442,0.863,0.0,10.0,0.147,-3.36,1.0,0.0484,160.062,4.0,0.214
get down (key&minho),spotify:track:5ES0k0HhhRxudud5zyCsrp,"2009, year of us - the third mini album",spotify:album:5AH7uBaxp7ojNCvImOeZvC,shinee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,10/19/09,24,183293,0.0641,0.708,0.993,4.270000000000001e-05,10.0,0.0828,-1.092,0.0,0.114,106.955,4.0,0.8009999999999999
curious,spotify:track:7b2R3rHQz02rg1G37KGV1a,oh my girl,spotify:album:5spcvaZ483tuA3PDwRDTeH,oh my girl,spotify:artist:2019zR22qK2RBvCqtudBaI,4/20/15,24,221497,0.43700000000000006,0.6970000000000001,0.794,0.0,4.0,0.507,-4.5889999999999995,1.0,0.0473,95.071,4.0,0.7240000000000001
dancing in the rain,spotify:track:3B2bx21FWIzpSjvsQvMnr0,no mercy,spotify:album:5pJgARNos9xWj7yt0aTH5l,b.a.p,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,7/19/12,24,230400,0.0516,0.742,0.8690000000000001,0.0,0.0,0.052000000000000005,-2.242,1.0,0.0557,127.876,4.0,0.765
lady,spotify:track:3CXBq32gcN5wlsg4TEPWe9,stand up,spotify:album:0NB6IIwQeRDzNFCU22LQto,bigbang,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,8/8/08,24,204106,0.0734,0.81,0.884,0.0,8.0,0.14400000000000002,-4.146,1.0,0.0541,103.006,4.0,0.693
don't love,spotify:track:30fO1ay0q1fFnaYBVgDFAM,colorful sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,8/22/08,24,249186,0.6629999999999999,0.26,0.547,0.0,1.0,0.127,-4.11,0.0,0.0379,205.207,3.0,0.192
but i love you,spotify:track:5DGzLXYIcoHWbYKmvLdrF2,hot issue,spotify:album:4qpzzLtl5ksEnhryRUrNQC,bigbang,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,11/22/07,24,255013,0.142,0.784,0.794,0.0,0.0,0.47100000000000003,-5.039,0.0,0.163,109.976,4.0,0.41200000000000003
fool,spotify:track:0K1bxe733BFc74jk4g59ED,hot issue,spotify:album:4qpzzLtl5ksEnhryRUrNQC,bigbang,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,11/22/07,24,225666,0.11599999999999999,0.6679999999999999,0.779,0.0,0.0,0.314,-5.324,1.0,0.0452,124.95,4.0,0.38299999999999995
like a crystal,spotify:track:4UTuKee7sNMirFNlW7LX8l,thriller,spotify:album:5gUUDM4y3rk2Xohgc2HYtr,btob,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,9/9/13,24,190406,0.20800000000000002,0.828,0.626,0.0,7.0,0.147,-4.989,1.0,0.0507,96.012,4.0,0.564
love letter,spotify:track:0eOLqAjHUYR5oBnj1Q3Jw9,double date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,10/26/09,24,239736,0.32,0.659,0.878,0.0,9.0,0.332,-4.603,1.0,0.0487,120.012,4.0,0.619
senorita,spotify:track:1AiRc0B8aW2pQ0AquB4O2T,romeo - the second mini album,spotify:album:16atzZZUKzxdfcLUxh1J4N,shinee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,5/25/09,24,211080,0.0422,0.7829999999999999,0.865,0.0,7.0,0.28800000000000003,-4.305,1.0,0.0947,105.975,4.0,0.573
summer romance,spotify:track:5cKmlemoLoqbhqFedrpgZ6,complete,spotify:album:4Qouc2BnpMEPLXPWlq1dir,btob,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,6/29/15,24,222453,0.33299999999999996,0.474,0.732,0.0,5.0,0.105,-4.83,1.0,0.0551,172.053,4.0,0.8079999999999999
good good feeling,spotify:track:4B7Tfi8q1lP8vQW0Mxbh92,d×d×d,spotify:album:0iyZ0E6cbCJgKO533uGnM2,shinee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,12/29/15,24,225880,0.0114,0.711,0.883,0.0,8.0,0.0119,-2.86,1.0,0.044000000000000004,113.994,4.0,0.833
is this love,spotify:track:6wTfwVI0mFJyBJNqCCFioE,identity,spotify:album:1OratIVYQdiMHffTOtnv4j,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2/10/10,24,244480,0.303,0.759,0.37200000000000005,0.0,6.0,0.275,-10.042,0.0,0.0371,113.97399999999999,4.0,0.628
동거동락,spotify:track:3r9EWKctH9vGaq5fwz1FU8,psy from the psycho world,spotify:album:1MHlOpXB48S9GqnDqnEb69,psy,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,10/10/05,24,210311,0.000524,0.782,0.8270000000000001,7.2e-06,1.0,0.0848,-6.882999999999999,1.0,0.114,112.021,4.0,0.835
like u,spotify:track:6tzEZxn2eaBHKPep08mFeo,lovelyz 5th mini album [sanctuary],spotify:album:14RDHnWprxc97Yuzxtm60I,lovelyz,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,11/26/18,24,206524,0.0746,0.738,0.7440000000000001,0.0,1.0,0.0542,-2.667,1.0,0.0393,105.969,4.0,0.6459999999999999
hey ! (don't bring me down),spotify:track:2uj549Gfuktk11J7f1BEvk,mirotic - the 4th album,spotify:album:51Wmrzs9O87YlKp2vqDwln,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,9/19/08,24,252813,0.0713,0.672,0.8959999999999999,0.0,8.0,0.081,-1.8130000000000002,1.0,0.138,170.046,4.0,0.555
hot issue,spotify:track:5paXozBSDZcfFwEeKbEnok,diamond,spotify:album:2ca5eWMA25DL3HH4vGQcvO,4minute,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,12/15/10,24,208773,0.0013599999999999999,0.853,0.833,0.0703,1.0,0.0466,-2.787,1.0,0.043,128.006,4.0,0.363
secret night,spotify:track:5HxoeBcQYdzRnb2H80JQIs,voodoo,spotify:album:6GzfnuzRzQOWuFLD9ulcJR,vixx,spotify:artist:5BkB3rXc0qIdUtuEnhbK0A,11/25/13,24,196197,0.0106,0.7070000000000001,0.9670000000000001,0.0,10.0,0.33899999999999997,-1.925,0.0,0.0495,129.969,4.0,0.79
save me,spotify:track:7mu440Ms0oNCca9UhF72Np,ftisland 10th anniversary album [over 10 years],spotify:album:6ioh52pRau8PDCNUkXzUqG,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,6/7/17,24,215845,0.0559,0.40299999999999997,0.667,0.0,4.0,0.14400000000000002,-3.7710000000000004,1.0,0.0436,82.664,4.0,0.386
starlight's song,spotify:track:0gfl8fnaCBaYkO64LrMyay,what's happening?,spotify:album:4rrDlJbJIUkHYp8US45mLJ,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,5/6/13,24,216714,0.0197,0.645,0.934,0.0,1.0,0.379,-3.918,1.0,0.0484,127.961,4.0,0.757
雪降る夜のバラード,spotify:track:4APJ5scAleVqjUjthvV9us,xv,spotify:album:2YdaEGkcJ6rdBQqDE7pBcZ,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,10/16/19,24,343840,0.773,0.222,0.33299999999999996,0.00231,1.0,0.0942,-8.517000000000001,1.0,0.0313,79.582,4.0,0.218
everyday,spotify:track:4er0uN5KkZ637Sk0sdi2JR,xv,spotify:album:2YdaEGkcJ6rdBQqDE7pBcZ,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,10/16/19,24,210000,0.00856,0.706,0.654,7.79e-05,0.0,0.32299999999999995,-5.481,1.0,0.0569,95.943,4.0,0.7040000000000001
sweet dream,spotify:track:2KLGhIZ4tKgcyI4txNGBvg,sweet dream,spotify:album:5Ex5ALC0yPuaYi9D0Vrrli,rainbow,spotify:artist:7xDyxRXgFgOZhdtLtkYR1y,6/22/11,24,210133,0.391,0.807,0.9109999999999999,0.0,11.0,0.20800000000000002,-3.427,0.0,0.0361,125.984,4.0,0.6
with u,spotify:track:36lavkumJj0PeLuBNIljVk,rain`s world (special edition),spotify:album:3TWt4LZfkgGfMfKlvkWORh,rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,12/6/06,24,200013,0.105,0.852,0.583,0.0282,11.0,0.22,-7.289,0.0,0.0464,119.98,4.0,0.8759999999999999
백전무패,spotify:track:1ul8G5Eam9xzVGnG11Ull9,click-b 3,spotify:album:59JEuiM9FKWpulCD9SzCqI,click-b,spotify:artist:2kOGSFThgEzPEjL4fFB25w,4/3/01,24,235413,0.0501,0.6509999999999999,0.981,0.0,4.0,0.35,-2.437,0.0,0.133,101.955,4.0,0.556
just in love,spotify:track:6nUfqHTfU9MUiVWUwBg7Nr,surprise - the 4.5th album,spotify:album:5F3uCpNJmZFlWXODPfh6yu,s.e.s.,spotify:artist:61HUG80Xma4rnXsqfZkzeM,7/11/01,24,290706,0.28800000000000003,0.65,0.899,0.0,7.0,0.106,-3.216,1.0,0.0467,94.97200000000001,4.0,0.556
where you at,spotify:track:1n5cKH4yn3mnpCq8GFbFye,blockbuster,spotify:album:5humkj69QwOd1wBwmmMZq6,block b,spotify:artist:4RnezwRV7VBJUCI1S0AE5u,10/17/12,24,226168,0.789,0.51,0.462,0.0,5.0,0.127,-7.582000000000001,1.0,0.0313,139.858,4.0,0.48200000000000004
someday,spotify:track:5RYza0XzA9XXw3WF6CnEQE,neverland,spotify:album:1EIeZza48XK3Gs3bXyBKJH,u-kiss,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,8/26/11,24,240796,0.159,0.603,0.8340000000000001,0.0,0.0,0.0681,-2.702,1.0,0.0413,81.992,4.0,0.504
wasteland,spotify:track:11CRhgarJt5J8brO45q4nD,ss501 / rebirth,spotify:album:45b7ZY0JnkHSXOvIph0a0s,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,10/20/09,24,245106,0.0257,0.6709999999999999,0.885,0.0,0.0,0.12,-4.284,1.0,0.0617,125.01100000000001,4.0,0.409
i belong to you (lie to me ost),spotify:track:58gC5Cgd5znNKBNuAL5aGR,lie to me ost,spotify:album:2yVp8v9adtW6ymPHyV2T0g,mblaq,spotify:artist:14f1WN9TUDVBK4sHUStmLG,3/2/12,24,213763,0.0576,0.7090000000000001,0.825,0.0,0.0,0.215,-3.298,1.0,0.0398,119.961,4.0,0.8420000000000001
love girl,spotify:track:6Cylr9DFFcSCuE6uYaHGuq,korea best album 'present',spotify:album:4uDQ7RBmZ9zTZpe8TcR6md,cnblue,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2/5/14,24,215133,0.10800000000000001,0.607,0.904,0.0,9.0,0.271,-4.196000000000001,0.0,0.0819,143.987,4.0,0.853
whatever,spotify:track:26rz9EDmqvvuZ11syg9jQL,high heels,spotify:album:3GmyHw4wyfNvtJ5redI2Yd,brave girls,spotify:artist:7t5H3uQv0Zw6cQUnSTF5BB,6/27/16,24,212187,0.0916,0.828,0.7440000000000001,0.0,8.0,0.071,-4.85,1.0,0.0445,106.057,4.0,0.8590000000000001
moon & sunrise,spotify:track:6WFUNIHGm5agzldFSCBZK1,valenti,spotify:album:2btLO8L7RQ4r4gl6ADpaog,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,1/29/03,24,314066,0.205,0.67,0.563,0.0,8.0,0.17800000000000002,-7.218,0.0,0.0284,120.02600000000001,4.0,0.387
holiday,spotify:track:0J6fQtkJHsnINzOHHrhHHy,summer special 'loving u',spotify:album:3z4Df65pIKUBMpzfia7hcS,sistar,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,6/28/12,24,217312,0.145,0.7340000000000001,0.8959999999999999,0.0,6.0,0.0905,-2.655,1.0,0.075,139.96200000000002,4.0,0.8340000000000001
mola,spotify:track:7LryClXOgqifX7a2PLlAL0,we,spotify:album:1cxfi0rCA6ZaOvlNsLLtYs,winner,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,7/31/19,24,234230,0.0686,0.7120000000000001,0.836,0.0,4.0,0.10300000000000001,-3.341,0.0,0.0999,127.98100000000001,4.0,0.157
the way u are,spotify:track:75XXMx2DCbnRvZI6g4onth,tri-angle - 1st album,spotify:album:1013imXHa490acqEZkQpeX,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,10/1/04,24,208133,0.0353,0.8170000000000001,0.9229999999999999,0.0,8.0,0.0489,-3.87,0.0,0.121,108.03,4.0,0.898
wind,spotify:track:7oGEP1UfFPnJOFeE38Erjr,top seed,spotify:album:7xuwYMKOTLRGynVDjtLTTb,infinite,spotify:artist:1bkpTEmumLC3xc7HgMsttU,1/8/18,24,227463,0.0072,0.66,0.925,0.0,0.0,0.342,-3.138,0.0,0.063,126.001,4.0,0.493
secret garden,spotify:track:5KNRxUkenyKu6TtOOUNrC8,fall in lovelyz,spotify:album:6WXwOZCJIcG5tRfz2TqNMT,lovelyz,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,11/14/17,24,216806,0.11,0.639,0.909,0.0,0.0,0.389,-3.385,1.0,0.141,169.82299999999998,4.0,0.557
if...,spotify:track:7FYYzfVenC19a21mzfvXVd,in the wind,spotify:album:0dlQsvRmBSidDCbyAHnhKN,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,11/12/12,24,202760,0.218,0.691,0.905,0.0,8.0,0.0926,-5.317,1.0,0.0857,93.022,4.0,0.424
in the air,spotify:track:5KpLvx0VYT50AkDOBNG5fD,in the wind,spotify:album:0dlQsvRmBSidDCbyAHnhKN,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,11/12/12,24,210526,0.0117,0.627,0.9279999999999999,0.0,0.0,0.32799999999999996,-3.92,1.0,0.0379,128.06,4.0,0.7859999999999999
move on,spotify:track:1fCddLA8TLl5TZoUKRWIhD,rain`s world (special edition),spotify:album:3TWt4LZfkgGfMfKlvkWORh,rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,12/6/06,24,257120,0.145,0.69,0.47200000000000003,0.0,2.0,0.147,-7.617999999999999,1.0,0.0383,129.969,4.0,0.508
sky high,spotify:track:7tflSSB5jPRvHA6kIeNngt,une annee,spotify:album:5vR2VgZoh5ONYUABC9xdtF,apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,5/9/12,24,201129,0.00912,0.691,0.871,3.45e-06,1.0,0.134,-2.79,1.0,0.0303,133.991,4.0,0.7290000000000001
시도때도없이 all night long,spotify:track:3tWbQsjGxRpI8QZKdSy0Jr,gentlemen's game,spotify:album:2wrYhhudVh7MJd9iEObQoQ,2pm,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,9/13/16,24,198920,0.253,0.66,0.531,0.0,2.0,0.265,-3.545,1.0,0.0336,71.975,4.0,0.423
ホタルの涙,spotify:track:3OPNEDv1NbAsQBkMS4RwVi,xv,spotify:album:2YdaEGkcJ6rdBQqDE7pBcZ,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,10/16/19,24,246066,0.295,0.608,0.316,2.3800000000000003e-05,6.0,0.136,-7.84,1.0,0.0295,113.855,3.0,0.243
no love,spotify:track:7Dy5gzvqBO9h2KFfVif0by,love beat,spotify:album:3veeHuhELhJPpeGqZzhq8k,mblaq,spotify:artist:14f1WN9TUDVBK4sHUStmLG,8/12/13,24,225659,0.134,0.66,0.893,0.0,1.0,0.228,-5.655,0.0,0.0312,112.024,4.0,0.391
퍼즐 puzzle (u-know solo),spotify:track:44LTb3IVCgULeHwSIfccJJ,new chapter #1: the chance of love - the 8th album,spotify:album:0ipyHYAE0cMf4aDJNIDIU1,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,3/28/18,24,183666,0.0977,0.772,0.75,4.94e-06,0.0,0.365,-5.053,0.0,0.0801,126.008,4.0,0.7490000000000001
champagne,spotify:track:6pgJuQH6mERs3PyU0fHQOE,ftisland 10th anniversary album [over 10 years],spotify:album:6ioh52pRau8PDCNUkXzUqG,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,6/7/17,24,185047,0.0734,0.644,0.882,0.0,6.0,0.664,-4.3839999999999995,0.0,0.0595,109.962,4.0,0.8370000000000001
bounce,spotify:track:6uipQY1DKk611P3uOOePUb,new chapter #1: the chance of love - the 8th album,spotify:album:0ipyHYAE0cMf4aDJNIDIU1,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,3/28/18,24,197680,0.0593,0.84,0.8420000000000001,1.7199999999999998e-05,11.0,0.22,-3.3960000000000004,0.0,0.0763,107.98,4.0,0.68
hug me,spotify:track:1RU6HeXx1pN7poHSKoKTvm,lovelyz8,spotify:album:4WkapgTIqmLu5HUF75X6Y8,lovelyz,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,10/1/15,24,224868,0.183,0.7120000000000001,0.857,0.0,6.0,0.355,-3.292,1.0,0.0389,125.98,4.0,0.54
remember me,spotify:track:6OKV4UAhsAI3k5cWrPod9p,school byeolgok,spotify:album:18P1aqSLQA9WdNljjEhv9q,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,5/14/97,24,247333,0.629,0.598,0.634,0.0,2.0,0.14,-7.977,1.0,0.0306,133.986,4.0,0.33299999999999996
freeze,spotify:track:1QuMjWdHy5mLXbcAxK8ZpK,fiction and fact,spotify:album:7bmaIj97ZBuFyDewh5lY4s,beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,5/17/11,24,212800,0.00541,0.7070000000000001,0.828,0.0,11.0,0.08199999999999999,-3.528,0.0,0.0471,130.018,4.0,0.649
shower,spotify:track:5gYgitzfenGz2hFan4kSk6,oh my girl summer package [fall in love],spotify:album:6Bqnwz3nM8RcHNTSKQ0DYU,oh my girl,spotify:artist:2019zR22qK2RBvCqtudBaI,8/5/19,24,227800,0.259,0.687,0.8290000000000001,0.0,6.0,0.257,-3.4789999999999996,1.0,0.0543,114.035,4.0,0.418
bye bye,spotify:track:4km2epaBbezNM2o4Xmc0cf,ss501 s.t 01 now,spotify:album:0c9LKPC123b61FftdwBNII,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,11/10/06,24,213000,0.0603,0.6729999999999999,0.9620000000000001,5.55e-06,1.0,0.0932,-3.148,1.0,0.0539,123.95299999999999,4.0,0.871
wanted,spotify:track:0Hu2hTHCXev2NtGal3Ntg3,d×d×d,spotify:album:0iyZ0E6cbCJgKO533uGnM2,shinee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,12/29/15,24,197386,0.00108,0.617,0.9209999999999999,0.0,6.0,0.12300000000000001,-2.6689999999999996,1.0,0.0603,82.01700000000001,4.0,0.9179999999999999
게으름뱅이 lazybones,spotify:track:3rznpAt1bF1YXm14owQcxx,new chapter #1: the chance of love - the 8th album,spotify:album:0ipyHYAE0cMf4aDJNIDIU1,tvxq!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,3/28/18,24,239880,0.76,0.473,0.35100000000000003,0.0,6.0,0.0957,-5.978,0.0,0.0298,129.583,4.0,0.16899999999999998
step,spotify:track:4eYY4v9AHh0tbeBlxVpUcN,une annee,spotify:album:5vR2VgZoh5ONYUABC9xdtF,apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,5/9/12,24,217349,0.536,0.7759999999999999,0.693,0.0,8.0,0.0583,-5.2829999999999995,1.0,0.0549,92.964,4.0,0.715
the wave,spotify:track:1GFlg4DeuWHeAVZhgud3U8,the wave,spotify:album:5f8Sn74i1uOXjZWRGrLbso,apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,4/19/16,24,259172,0.174,0.397,0.8390000000000001,0.0,11.0,0.126,-2.799,1.0,0.0392,200.05200000000002,4.0,0.316
rainbow,spotify:track:2GF63OM72uOIfFkKW48GEd,act.2 narcissus,spotify:album:303E2VLSnXRG9IZqw9bPq8,gugudan,spotify:artist:0h7XZWgoxlY49uSUj7MVRY,2/27/17,24,216690,0.272,0.6579999999999999,0.872,0.0,7.0,0.226,-2.213,1.0,0.0671,95.985,4.0,0.735
